Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
LP6008141-DNA_C01_vs_LP6008138-DNA_C01__pv	2358	2722	575	1125	1370	434	743	2412	1396	760	217	515	589	399	561	850	572	572	0	686
LP6008141-DNA_C02_vs_LP6008138-DNA_C02__pv	20220	13285	951	5524	2016	1647	1340	2336	2142	1377	1154	820	1387	268	1927	467	179	15	719	690
LP6008141-DNA_C03_vs_LP6008032-DNA_A03__pv	777	1268	934	380	819	1868	866	1228	1627	658	443	809	1151	57	726	648	825	137	336	452
LP6008141-DNA_D01_vs_LP6008138-DNA_D01__pv	2746	971	642	648	587	2733	165	1850	2322	1540	118	424	3018	1344	840	1112	9597	1668	682	550
LP6008141-DNA_D02_vs_LP6008138-DNA_D02__pv	30122	8184	349	5434	243	1601	0	305	993	1325	0	1326	701	1488	6163	2120	5137	2573	809	0
LP6008141-DNA_E01_vs_LP6008138-DNA_E01__pv	3136	2663	934	1162	1512	1292	535	1288	2044	587	559	728	368	468	3474	519	1137	767	529	441
LP6008141-DNA_E02_vs_LP6008138-DNA_E02__pv	5194	4528	971	3353	1238	1249	1787	1013	361	654	119	871	889	262	898	330	1576	1370	359	401
LP6008141-DNA_F01_vs_LP6008138-DNA_F01__pv	1973	2376	889	1603	361	1957	569	430	189	684	160	417	1573	434	467	646	532	669	365	365
LP6008141-DNA_F02_vs_LP6008138-DNA_F02__pv	20332	11939	523	7293	518	1144	826	1467	729	995	533	421	2226	858	1693	1057	493	1332	497	655
LP6008141-DNA_G01_vs_LP6008138-DNA_G01__pv	492	652	587	138	1448	646	1464	913	1246	674	212	458	719	302	254	1108	267	160	250	175
LP6008141-DNA_G02_vs_LP6008138-DNA_G02__pv	7432	6480	137	4124	1041	169	750	1663	2183	571	543	760	1314	156	897	796	637	0	340	664
LP6008141-DNA_H01_vs_LP6008138-DNA_H01__pv	454	565	1172	613	432	2328	202	624	888	833	36	392	1660	483	1044	455	514	171	541	496
LP6008141-DNA_H02_vs_LP6008138-DNA_H02__pv	807	1529	226	424	937	639	1343	3890	1716	844	207	255	695	415	131	864	421	227	692	1285
LP6008143-DNA_A01_vs_LP6008144-DNA_A01__pv	5282	3461	960	4784	2444	1675	988	2510	1866	947	0	1211	1895	0	167	347	304	323	430	626
LP6008143-DNA_A02_vs_LP6008144-DNA_A01__pv	2955	2164	830	2241	2292	1405	804	2296	1796	720	0	991	1053	0	58	259	264	513	339	503
LP6008143-DNA_B01_vs_LP6008144-DNA_A01__pv	4842	3225	887	4355	2333	1579	912	2470	1713	1082	0	968	1788	0	139	282	313	579	399	601
LP6008143-DNA_B02_vs_LP6008144-DNA_A01__pv	1709	1416	329	1762	568	316	250	842	750	244	0	244	540	0	110	60	76	121	0	159
LP6008143-DNA_C01_vs_LP6008144-DNA_A01__pv	6053	6517	1100	7182	2436	2090	983	2576	2030	1124	93	1193	1884	0	232	310	309	862	487	613
LP6008143-DNA_C02_vs_LP6008144-DNA_A01__pv	7547	11967	1353	11345	2267	2189	725	2463	1268	626	741	1177	1866	922	0	289	311	1129	822	788
LP6008143-DNA_D01_vs_LP6008144-DNA_A01__pv	6658	5363	860	7037	2304	1719	941	2541	1979	1178	0	1060	2188	0	110	252	321	793	601	564
LP6008143-DNA_D02_vs_LP6008144-DNA_A01__pv	5490	5288	1033	6414	2351	1904	905	2520	1705	1177	0	1031	1850	0	102	284	285	1416	616	606
LP6008143-DNA_E01_vs_LP6008144-DNA_A01__pv	5287	5136	1004	6247	2299	1726	865	2463	1968	1064	0	1039	1762	0	153	277	302	1000	479	542
LP6008143-DNA_E02_vs_LP6008144-DNA_A01__pv	5317	5178	903	6222	2199	1757	832	2419	1934	1183	0	929	1884	0	140	262	297	1217	446	549
LP6008143-DNA_F01_vs_LP6008144-DNA_A01__pv	239	119	52	159	78	0	18	116	134	4	0	13	121	9	0	0	27	0	48	39
LP6008143-DNA_F02_vs_LP6008144-DNA_A01__pv	6140	6116	1105	7046	2367	2131	1022	2562	1969	1253	0	1057	1894	0	203	281	307	1274	623	555
LP6008143-DNA_G01_vs_LP6008144-DNA_A01__pv	4677	4072	889	5121	2367	1683	836	2433	2022	1075	0	1004	1592	0	144	295	335	565	338	567
LP6008143-DNA_G02_vs_LP6008144-DNA_A01__pv	5432	5278	1033	6320	2320	1790	867	2463	1868	1168	0	996	1861	0	123	281	264	1333	484	617
LP6008143-DNA_H01_vs_LP6008144-DNA_A01__pv	4653	4592	951	5538	1920	1604	763	2145	1694	1011	0	710	1684	0	102	252	249	1025	339	532
LP6008143-DNA_H02_vs_LP6008144-DNA_A01__pv	6532	6978	1109	7660	2251	1863	838	2469	1806	1071	32	1104	2057	13	131	260	303	1210	630	571
LP6008202-DNA_A01_vs_LP6008201-DNA_A01__pv	0	3391	90717	3920	14819	16241	17986	1384	4734	5256	3211	2992	5506	5108	8085	5662	4547	6473	1891	1224
LP6008202-DNA_A02_vs_LP6008201-DNA_A02__pv	17185	10716	1525	6644	1180	1537	460	0	209	0	931	512	0	749	35	1652	1178	1999	0	333
LP6008202-DNA_A03_vs_LP6008201-DNA_A03__pv	74	91	348	172	140	517	92	629	205	237	15	89	739	77	227	0	1734	0	64	290
LP6008202-DNA_B01_vs_LP6008201-DNA_B01__pv	10109	6187	596	4501	516	2291	1085	1957	2609	1027	111	553	537	1112	1137	670	2075	1994	500	494
LP6008202-DNA_B02_vs_LP6008201-DNA_B02__pv	2367	2231	1091	2320	2263	1011	591	2444	1982	1247	178	979	993	131	541	743	232	0	3120	1205
LP6008202-DNA_B03_vs_LP6008201-DNA_B03__pv	3326	0	50	316	68	142	38	3	104	2	0	89	69	82	167	87	67	103	0	36
LP6008202-DNA_C01_vs_LP6008201-DNA_C01__pv	4822	4733	16913	1204	3494	3656	4050	2028	3299	1766	778	614	2950	1734	2417	1684	2126	1103	761	800
LP6008202-DNA_C02_vs_LP6008201-DNA_C02__pv	717	952	410	537	691	494	429	829	1468	258	625	457	55	579	318	649	327	71	259	382
LP6008202-DNA_C03_vs_LP6008201-DNA_C03__pv	2893	2852	149	1511	1383	448	1100	1017	1078	460	533	576	936	483	989	172	318	648	1805	469
LP6008202-DNA_D01_vs_LP6008201-DNA_D01__pv	0	479	39413	1496	6246	6106	6963	917	3246	2829	1218	517	3083	1644	3680	2364	2102	644	105	78
LP6008202-DNA_D02_vs_LP6008201-DNA_D02__pv	1070	959	937	278	1682	1707	402	1741	2466	761	0	713	927	243	534	683	947	0	617	500
LP6008202-DNA_D03_vs_LP6008201-DNA_D03__pv	2861	3866	316	2493	240	1030	37	859	241	566	127	374	509	320	193	1877	1596	1249	213	505
LP6008202-DNA_E01_vs_LP6008201-DNA_E01__pv	6036	4382	0	1746	1234	344	792	2388	1467	2382	2424	0	2042	0	2431	55	1690	1418	15009	1014
LP6008202-DNA_E02_vs_LP6008201-DNA_E02__pv	1340	1909	2079	878	1228	463	1137	941	1263	599	183	276	804	0	346	583	149	281	95	296
LP6008202-DNA_E03_vs_LP6008201-DNA_D01__pv	0	543	31042	1508	4571	5450	6244	1346	2863	2538	722	428	2599	1579	3435	1952	2106	214	156	380
LP6008202-DNA_F02_vs_LP6008201-DNA_F02__pv	988	1667	908	1082	1419	588	1901	1256	1344	516	317	674	725	0	446	519	397	0	222	289
LP6008202-DNA_G01_vs_LP6008201-DNA_G01__pv	352	466	4960	603	1217	911	1108	2244	2453	1218	606	758	126	0	381	428	421	0	383	1491
LP6008202-DNA_G02_vs_LP6008201-DNA_G02__pv	4886	6832	1353	3645	391	1952	525	567	625	606	230	452	1085	244	570	630	834	1811	407	587
LP6008202-DNA_H01_vs_LP6008201-DNA_H01__pv	6184	3712	11486	5013	2663	2317	2991	1110	1943	1189	88	647	1750	1466	1198	1332	926	672	44	190
LP6008202-DNA_H02_vs_LP6008201-DNA_H02__pv	2156	3601	632	1917	748	1409	695	315	2008	315	972	390	537	433	575	1320	732	0	285	577
LP6008208-DNA_A01_vs_LP6008203-DNA_A01__pv	22	0	621	5	769	302	273	668	838	189	100	383	552	51	261	272	306	0	249	112
LP6008208-DNA_A02_vs_LP6005979-DNA_A01__pv	14743	17166	160	9101	1327	1174	850	1163	1681	654	1093	556	1460	1259	1027	1017	761	1307	681	637
LP6008208-DNA_B01_vs_LP6008203-DNA_A01__pv	6	1	94	0	63	24	20	13	50	0	18	4	20	26	28	41	63	2	40	45
LP6008208-DNA_B02_vs_LP6005979-DNA_A01__pv	1	0	40	0	1	0	0	0	0	0	0	6	31	6	6	0	2	0	0	2
LP6008208-DNA_C01_vs_LP6008203-DNA_A01__pv	13	0	499	0	849	381	308	1072	970	241	310	514	558	67	281	320	302	0	219	245
LP6008208-DNA_C02_vs_LP6005979-DNA_A01__pv	4788	4227	166	1761	1950	20	2446	1273	2477	1558	482	879	744	0	713	1422	402	844	2162	773
LP6008208-DNA_D01_vs_LP6008203-DNA_A01__pv	19	0	612	19	850	259	295	503	1022	129	226	507	522	0	311	274	254	0	163	177
LP6008208-DNA_E01_vs_LP6008203-DNA_A01__pv	13	0	595	0	882	284	281	491	990	171	227	473	432	0	300	300	228	0	183	194
LP6008208-DNA_F01_vs_LP6008203-DNA_A01__pv	11	0	601	23	843	340	315	463	933	103	206	557	454	56	351	276	290	0	184	178
LP6008208-DNA_G01_vs_LP6008203-DNA_A01__pv	28	0	566	21	738	290	245	344	848	73	204	495	426	0	276	297	262	0	172	162
LP6008208-DNA_H01_vs_LP6005979-DNA_A01__pv	4746	4110	126	1708	1921	69	2492	1300	2395	1483	617	882	620	0	652	1292	361	651	2082	756
LP6008221-DNA_A01_vs_LP6008220-DNA_A01__pv	9620	13252	508	4156	1004	134	413	931	879	348	170	549	614	365	512	885	257	1573	148	211
LP6008221-DNA_A02_vs_LP6008220-DNA_A02__pv	87	34	1618	715	1321	1729	295	3843	1445	198	671	1345	1341	25	581	87	389	2554	569	1368
LP6008221-DNA_A03_vs_LP6008220-DNA_A03__pv	693	1234	805	222	2199	784	617	2906	2183	945	0	461	1336	15	572	700	316	0	198	239
LP6008221-DNA_A04_vs_LP6008050-DNA_H01__pv	2871	2510	826	1367	809	4056	356	941	640	1377	401	327	2997	818	1782	230	634	1670	1206	415
LP6008221-DNA_B01_vs_LP6008220-DNA_B01__pv	82	0	311	71	204	123	82	313	223	124	53	20	177	0	131	84	194	29	40	0
LP6008221-DNA_B02_vs_LP6008220-DNA_B02__pv	2674	966	959	1143	397	1349	603	500	1019	322	290	472	896	0	790	760	866	0	71	457
LP6008221-DNA_B03_vs_LP6008220-DNA_B03__pv	3095	4826	577	1249	1439	830	2067	1130	596	665	201	530	1518	482	493	654	261	401	566	517
LP6008221-DNA_C01_vs_LP6008220-DNA_C01__pv	9160	7833	1023	3587	1406	1010	454	880	2950	499	346	1404	144	1296	2218	1057	2195	214	573	521
LP6008221-DNA_C02_vs_LP6008220-DNA_C02__pv	136	189	509	58	1062	633	322	553	604	360	9	267	675	70	77	210	280	0	364	190
LP6008221-DNA_C03_vs_LP6008220-DNA_C03__pv	1231	1156	183	724	878	1397	686	1175	1099	454	490	302	1296	337	630	601	617	26	494	432
LP6008221-DNA_D01_vs_LP6008220-DNA_D01__pv	4947	4944	1382	3506	2446	2296	4102	1759	2113	903	747	990	1024	115	1379	923	1600	0	377	1039
LP6008221-DNA_D02_vs_LP6008220-DNA_D02__pv	3786	5019	822	1521	747	394	408	1303	1788	372	249	545	829	150	314	771	2617	616	50	444
LP6008221-DNA_D03_vs_LP6008220-DNA_D03__pv	13796	5964	1597	3283	895	613	1245	5	1503	61	1028	1155	1857	198	2194	901	551	2418	207	155
LP6008221-DNA_E01_vs_LP6008220-DNA_E01__pv	6754	12185	486	10310	275	695	926	762	715	540	193	231	1178	1595	209	346	64	1753	324	55
LP6008221-DNA_E02_vs_LP6008220-DNA_E02__pv	9461	12071	646	5559	736	907	599	899	1413	0	800	617	542	753	990	503	438	678	52	92
LP6008221-DNA_E03_vs_LP6008220-DNA_E03__pv	10898	10359	1620	4031	1388	1270	2447	1215	1589	993	107	875	1187	939	1387	801	407	1170	308	476
LP6008221-DNA_F01_vs_LP6008220-DNA_F01__pv	1079	1872	861	1449	383	1808	838	754	1217	530	640	332	1556	314	322	421	349	91	450	412
LP6008221-DNA_F02_vs_LP6008220-DNA_F02__pv	331	2296	3961	365	0	0	43	0	2564	14188	20904	4948	3131	1562	1692	1337	1327	0	154	0
LP6008221-DNA_F03_vs_LP6008220-DNA_F03__pv	7082	6046	1008	4104	1119	1303	1207	1414	3094	1451	1571	686	1673	952	1746	494	166	2252	292	721
LP6008221-DNA_G01_vs_LP6008220-DNA_G01__pv	0	0	941	0	414	1260	599	290	1048	33	300	526	1160	230	214	611	454	450	280	119
LP6008221-DNA_G02_vs_LP6008220-DNA_G02__pv	2028	2613	0	849	1219	1040	1149	3296	997	666	799	362	1226	618	1062	511	329	403	281	862
LP6008221-DNA_G03_vs_LP6008220-DNA_H02__pv	567	413	372	255	446	297	142	331	355	128	31	184	253	0	212	225	168	0	91	130
LP6008221-DNA_H01_vs_LP6008220-DNA_H01__pv	1465	950	457	906	1984	73	1744	740	1044	427	0	1028	454	357	391	2424	1753	531	184	360
LP6008221-DNA_H02_vs_LP6008220-DNA_H02__pv	1315	1173	1150	379	946	3538	523	1955	716	1138	264	534	2492	473	2001	470	1226	453	919	425
LP6008221-DNA_H03_vs_LP6008220-DNA_D03__pv	1041	1043	351	299	373	233	143	420	519	67	0	231	137	0	185	90	127	0	29	102
LP6008267-DNA_A01_vs_LP6008266-DNA_A01__pv	12836	15904	467	9262	1830	808	1189	1802	1947	232	734	934	919	578	718	596	512	0	325	534
LP6008267-DNA_A02_vs_LP6008266-DNA_G01__pv	846	757	782	190	1319	540	610	1877	1014	413	283	268	1060	362	418	235	409	0	381	388
LP6008267-DNA_B01_vs_LP6008266-DNA_B01__pv	29307	21427	1281	7793	1453	106	820	823	1551	0	1363	942	1478	1388	3266	805	1006	0	709	163
LP6008267-DNA_B02_vs_LP6008266-DNA_H01__pv	5092	6206	481	2786	1441	653	512	1362	1845	710	1208	742	2159	883	3337	728	732	664	895	911
LP6008267-DNA_C01_vs_LP6008266-DNA_C01__pv	3323	8286	587	2746	1409	1027	2746	1775	2249	709	540	802	1002	855	184	743	421	0	473	537
LP6008267-DNA_C02_vs_LP6008266-DNA_H01__pv	455	1005	719	136	1459	645	262	943	961	321	96	405	732	0	310	352	173	0	123	198
LP6008267-DNA_D01_vs_LP6008201-DNA_F01__pv	897	1162	774	513	482	848	393	586	999	610	407	205	1675	616	583	584	647	159	300	391
LP6008267-DNA_D02_vs_LP6008266-DNA_A02__pv	553	1088	0	230	89	2167	9789	1577	0	4113	0	997	2531	1149	779	3056	695	1988	0	759
LP6008267-DNA_E01_vs_LP6008266-DNA_D01__pv	2636	3284	277	1429	1326	781	581	1634	2138	719	767	496	570	580	989	561	561	669	272	605
LP6008267-DNA_E02_vs_LP6008266-DNA_A02__pv	934	1965	572	19	397	1541	630	1760	3003	883	304	869	1769	879	640	255	786	1720	495	357
LP6008267-DNA_F01_vs_LP6008266-DNA_E01__pv	8839	8754	970	3462	979	627	568	922	2369	304	738	560	1557	563	1593	657	725	0	517	147
LP6008267-DNA_G01_vs_LP6008266-DNA_F01__pv	487	168	0	0	470	372	0	818	0	1169	1643	0	1019	0	392	2117	4724	2279	3252	829
LP6008267-DNA_H01_vs_LP6008266-DNA_G01__pv	799	412	237	548	1939	1319	982	1444	1936	888	1151	621	1195	140	259	735	761	433	571	636
LP6008269-DNA_A02_vs_LP6008268-DNA_C02__pv	172	106	672	73	684	257	324	664	301	117	11	326	599	104	68	201	161	0	144	106
LP6008269-DNA_A03_vs_LP6008268-DNA_C03__pv	57987	55138	0	22432	31	451	208	305	1416	686	0	716	0	1770	104	510	1033	0	0	99
LP6008269-DNA_A04_vs_LP6008268-DNA_C04__pv	875	1021	637	231	786	123	374	700	519	111	126	324	476	0	266	195	167	241	168	113
LP6008269-DNA_A05_vs_LP6008268-DNA_C05__pv	1697	1807	753	406	2498	484	1098	2291	1075	707	0	646	981	0	82	825	287	0	186	861
LP6008269-DNA_A06_vs_LP6008268-DNA_B06__pv	293	31	449	255	1077	470	282	716	1048	420	27	375	739	667	564	464	360	0	172	381
LP6008269-DNA_A08_vs_LP6008268-DNA_A08__pv	3660	5175	684	1713	1220	398	1768	1783	1800	95	893	560	406	600	359	818	331	0	595	617
LP6008269-DNA_A09_vs_LP6008268-DNA_A09__pv	1307	1442	951	520	1530	750	645	1825	1877	417	45	425	355	528	381	629	327	120	419	640
LP6008269-DNA_A10_vs_LP6008268-DNA_A10__pv	996	632	973	372	1683	1390	755	1978	1148	211	503	749	896	221	587	397	588	221	1842	370
LP6008269-DNA_B02_vs_LP6008268-DNA_D02__pv	797	1061	621	401	1354	476	489	944	1296	266	228	658	619	97	285	401	144	0	251	307
LP6008269-DNA_B03_vs_LP6008268-DNA_D03__pv	429	276	671	319	790	103	229	274	408	100	0	91	37	0	740	139	56	1418	6	149
LP6008269-DNA_B05_vs_LP6008268-DNA_D05__pv	3948	6687	1145	3418	796	877	960	1909	1452	525	241	734	800	623	655	757	356	0	321	577
LP6008269-DNA_B06_vs_LP6008268-DNA_C06__pv	8598	12246	179	7944	1776	766	2160	1616	3212	1393	1466	328	375	1211	485	1162	278	924	293	669
LP6008269-DNA_B07_vs_LP6008268-DNA_B07__pv	67	57	1528	21	577	853	673	563	778	0	54	771	1157	0	181	281	343	0	386	237
LP6008269-DNA_B08_vs_LP6008268-DNA_B08__pv	1955	4004	575	1124	572	238	302	608	774	391	229	67	494	81	462	193	311	0	511	194
LP6008269-DNA_B09_vs_LP6008268-DNA_B09__pv	409	801	1083	656	2206	859	998	2133	1327	320	55	834	813	186	430	564	391	0	214	606
LP6008269-DNA_B10_vs_LP6008268-DNA_B10__pv	2705	1592	188	1622	557	1686	710	2195	4490	2185	2088	726	848	289	1088	1168	372	31	909	2067
LP6008269-DNA_C04_vs_LP6008268-DNA_E04__pv	0	1939	485824	23244	105198	102214	121766	7181	0	0	44232	42870	0	44452	23214	23107	22099	7274	19172	3408
LP6008269-DNA_C05_vs_LP6008268-DNA_E05__pv	7477	8280	21	1856	1390	84	124	1298	2227	888	470	599	1327	656	1092	312	492	824	660	471
LP6008269-DNA_C06_vs_LP6008268-DNA_D06__pv	575	538	1923	570	635	3972	350	1304	850	517	0	473	790	851	566	286	234	1641	2925	301
LP6008269-DNA_C07_vs_LP6008268-DNA_C07__pv	1015	1624	759	885	2230	884	2156	1920	1193	527	0	608	1333	865	223	1252	576	434	516	441
LP6008269-DNA_C08_vs_LP6008268-DNA_C08__pv	8319	4687	833	3542	863	2397	893	2868	2991	1099	451	797	1075	1326	623	631	517	323	353	873
LP6008269-DNA_C09_vs_LP6008268-DNA_C09__pv	8776	6512	421	3905	335	287	429	452	1015	318	0	441	650	311	1274	405	805	871	228	207
LP6008269-DNA_C10_vs_LP6008268-DNA_C10__pv	2210	1972	681	438	1853	335	545	621	1228	267	43	396	456	294	327	278	141	18	303	131
LP6008269-DNA_D02_vs_LP6008268-DNA_F02__pv	1858	1795	1391	639	1295	705	1226	1059	2604	568	455	913	924	270	624	832	910	0	567	551
LP6008269-DNA_D03_vs_LP6008268-DNA_F03__pv	1993	2995	863	903	3559	1070	1267	1746	997	207	478	192	653	978	148	422	349	0	336	689
LP6008269-DNA_D04_vs_LP6008268-DNA_F04__pv	282	428	461	163	895	93	141	628	637	184	45	93	363	133	162	266	55	0	127	222
LP6008269-DNA_D05_vs_LP6008268-DNA_F05__pv	919	0	569	1841	5747	212	1233	1075	0	14028	11519	15669	0	1693	0	51	156	6467	0	468
LP6008269-DNA_D06_vs_LP6008268-DNA_E06__pv	1677	1568	622	260	1216	555	438	1207	1161	536	527	268	885	123	896	415	243	204	452	407
LP6008269-DNA_D07_vs_LP6008268-DNA_D07__pv	5217	4012	577	1991	1507	782	756	2419	2058	482	148	870	971	990	564	517	464	0	514	772
LP6008269-DNA_D08_vs_LP6008268-DNA_D08__pv	44175	41823	870	8367	1007	1126	482	1011	0	993	139	691	590	487	1917	20	964	5555	595	523
LP6008269-DNA_D09_vs_LP6008268-DNA_D09__pv	0	413	484254	23626	105464	104236	120761	8197	0	0	46182	44660	0	45671	21681	22910	22958	9423	19942	3559
LP6008269-DNA_D10_vs_LP6008268-DNA_D10__pv	3246	2350	1186	924	1048	2587	756	2124	1555	860	57	2406	1729	754	1622	729	784	570	430	1018
LP6008269-DNA_E01_vs_LP6008268-DNA_E01__pv	936	1568	345	617	1013	968	566	1704	2236	998	1031	230	763	0	441	383	218	227	126	702
LP6008269-DNA_E02_vs_LP6008268-DNA_G02__pv	5574	4256	309	1047	1203	49	382	685	1420	461	315	597	957	538	879	1216	962	0	1158	302
LP6008269-DNA_E03_vs_LP6008268-DNA_G03__pv	1276	520	600	105	1559	563	632	1306	1734	163	222	810	981	0	651	257	389	32	110	128
LP6008269-DNA_E04_vs_LP6008268-DNA_G04__pv	12331	14742	1023	6673	1166	412	449	2860	2329	385	724	688	467	489	866	705	457	303	111	410
LP6008269-DNA_E06_vs_LP6008268-DNA_F06__pv	193	77	1091	206	435	343	445	350	820	93	260	644	837	0	446	470	62	0	349	242
LP6008269-DNA_E07_vs_LP6008268-DNA_E07__pv	2024	4940	4041	1815	13839	2184	620	4136	2315	22503	20808	3291	2924	11646	569	181	426	2262	326	335
LP6008269-DNA_E08_vs_LP6008268-DNA_E08__pv	2960	2194	517	890	621	1377	627	948	876	527	741	677	943	576	931	494	822	438	311	363
LP6008269-DNA_E09_vs_LP6008268-DNA_E09__pv	186	179	384	143	666	468	440	167	477	0	360	562	1013	0	315	283	263	34	56	259
LP6008269-DNA_E10_vs_LP6008268-DNA_E10__pv	3607	5025	696	1866	1085	1883	1652	1499	1060	622	510	668	1627	708	1350	723	635	36	620	1110
LP6008269-DNA_F01_vs_LP6008268-DNA_H01__pv	317	485	560	201	507	163	213	271	422	157	7	106	351	56	86	86	119	0	59	118
LP6008269-DNA_F02_vs_LP6008268-DNA_H02__pv	1545	2228	645	775	677	1207	797	976	1429	522	582	407	1621	468	506	753	424	0	394	518
LP6008269-DNA_F03_vs_LP6008268-DNA_H03__pv	107	3143	775	469	788	626	1122	2172	1764	741	582	670	789	1069	229	1956	167	767	385	574
LP6008269-DNA_F04_vs_LP6008268-DNA_H04__pv	722	774	756	102	1411	406	621	1859	687	0	22	779	700	219	375	472	572	0	145	378
LP6008269-DNA_F06_vs_LP6008268-DNA_G06__pv	818	1120	903	378	1126	939	603	943	855	174	328	411	1219	287	199	181	480	128	211	447
LP6008269-DNA_F07_vs_LP6008268-DNA_F07__pv	12	3	516	32	1240	137	95	0	263	107	0	310	167	0	359	104	222	478	407	36
LP6008269-DNA_F08_vs_LP6008268-DNA_F08__pv	2848	7863	561	2818	551	1119	1022	945	795	188	525	436	1534	605	906	462	961	358	984	447
LP6008269-DNA_F09_vs_LP6008268-DNA_F09__pv	808	865	836	362	1369	836	294	830	1535	413	241	917	1447	352	441	555	354	749	496	326
LP6008269-DNA_G01_vs_LP6008268-DNA_A02__pv	6376	2239	676	1778	460	466	167	214	258	270	0	98	449	0	322	73	200	770	104	85
LP6008269-DNA_G02_vs_LP6008268-DNA_A03__pv	982	1580	745	568	1162	669	1451	915	1162	374	127	280	406	568	343	705	399	403	277	249
LP6008269-DNA_G03_vs_LP6008268-DNA_A04__pv	15762	10497	346	7286	1181	1195	405	1612	1055	401	1001	902	1330	166	630	512	588	0	0	386
LP6008269-DNA_G04_vs_LP6008268-DNA_A05__pv	665	564	621	381	1316	342	262	336	1304	220	191	547	388	78	161	320	167	0	255	32
LP6008269-DNA_G06_vs_LP6008268-DNA_H06__pv	14704	9308	408	4473	2299	898	774	789	1476	280	206	721	1472	750	978	856	1031	0	1035	743
LP6008269-DNA_G07_vs_LP6008268-DNA_G07__pv	7201	6194	412	1045	556	477	204	347	844	378	216	375	368	227	425	253	227	145	135	155
LP6008269-DNA_G08_vs_LP6008268-DNA_G08__pv	2589	2084	654	1482	1133	1236	458	807	1138	318	829	714	1535	289	337	554	372	0	651	283
LP6008269-DNA_G09_vs_LP6008268-DNA_G09__pv	3	1	38	0	14	6	6	8	0	0	4	20	0	0	1	0	0	0	0	0
LP6008269-DNA_H01_vs_LP6008268-DNA_B02__pv	32	57	391	13	288	77	120	40	148	0	0	12	149	0	15	46	31	0	85	0
LP6008269-DNA_H02_vs_LP6008268-DNA_B03__pv	10969	9797	328	8584	1496	265	1362	557	1932	362	487	535	1207	971	64	624	406	0	492	398
LP6008269-DNA_H03_vs_LP6008268-DNA_B04__pv	1993	859	552	237	1633	99	227	559	1742	478	0	475	890	0	710	401	1044	217	257	139
LP6008269-DNA_H05_vs_LP6008268-DNA_A06__pv	2110	2416	1631	2319	2029	1774	968	2098	2589	1130	417	720	2017	491	1003	1972	815	0	567	609
LP6008269-DNA_H06_vs_LP6008268-DNA_A07__pv	2511	5102	838	1860	855	773	836	1316	1905	103	1167	1318	1913	378	1203	1023	383	0	362	600
LP6008269-DNA_H07_vs_LP6008268-DNA_H07__pv	8673	2897	225	1650	649	24	322	601	1778	424	189	81	234	683	992	702	159	1512	9	277
LP6008269-DNA_H08_vs_LP6008268-DNA_H08__pv	585	1175	0	704	802	1932	929	86	1359	1471	0	359	0	0	8148	1388	1781	2383	1568	1807
LP6008269-DNA_H09_vs_LP6008268-DNA_H09__pv	16880	3859	931	21896	267	610	601	37	0	857	614	131	910	218	2426	2585	288	2849	496	155
LP6008280-DNA_A01_vs_LP6008264-DNA_A01__pv	2051	1760	573	609	1128	982	983	1847	1474	327	511	526	457	836	247	646	432	899	247	573
LP6008280-DNA_A02_vs_LP6008264-DNA_A02__pv	1968	3017	400	1706	415	1371	524	1082	478	252	219	491	565	490	224	104	375	466	94	184
LP6008280-DNA_A03_vs_LP6008264-DNA_A03__pv	677	945	548	465	3594	466	2264	1442	1726	648	396	981	642	0	385	786	470	493	755	588
LP6008280-DNA_A04_vs_LP6008264-DNA_H03__pv	4282	1169	267	1195	400	480	553	313	408	0	776	398	1146	767	2613	122	1409	22	330	316
LP6008280-DNA_A05_vs_LP6008264-DNA_H04__pv	564	1605	492	192	510	158	264	696	436	46	117	209	239	110	409	131	68	201	231	3
LP6008280-DNA_A07_vs_LP6008264-DNA_H06__pv	1121	1972	579	720	520	459	197	464	603	26	277	491	40	57	230	258	93	0	116	47
LP6008280-DNA_B01_vs_LP6008264-DNA_B01__pv	834	0	0	971	7000	694	0	2527	623	15318	15674	420	0	0	0	268	212	3904	834	572
LP6008280-DNA_B02_vs_LP6008264-DNA_B02__pv	6	61	723	42	1484	414	392	566	1182	286	320	521	356	126	15	403	62	0	395	292
LP6008280-DNA_B03_vs_LP6008264-DNA_B03__pv	184	256	149	100	1430	237	679	1367	570	209	322	290	236	660	450	1374	1830	449	534	261
LP6008280-DNA_B04_vs_LP6008264-DNA_A04__pv	0	13	59	13	3	27	0	2	0	0	23	29	0	0	0	6	0	0	0	0
LP6008280-DNA_B05_vs_LP6008264-DNA_A05__pv	5025	5098	1857	2103	1591	1353	902	3788	1966	200	445	1159	649	889	714	386	466	0	380	1703
LP6008280-DNA_C01_vs_LP6008264-DNA_C01__pv	9516	18386	841	3248	1622	1182	1729	859	585	402	0	975	1211	1189	669	381	644	3424	969	729
LP6008280-DNA_C02_vs_LP6008264-DNA_C02__pv	8683	7675	1090	3104	1126	661	812	632	1351	135	500	838	246	892	1452	1447	1831	1031	318	171
