Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
SM-4JPUW_vs_SM-4JPUS__pv	0	0	0	0	4	0	0	0	6	0	0	0	50	67	15	3	4	0	0	1
SM-4JPUX_vs_SM-4JPUT__pv	359	381	756	316	765	675	506	227	764	0	264	276	878	274	489	398	397	580	76	310
SM-4JPUY_vs_LP6005333-DNA_B01__pv	2175	2970	144	1424	3071	1082	4582	3632	2869	833	412	1107	1579	1639	413	1429	247	1306	533	1184
SM-4JPUZ_vs_LP6005333-DNA_B01__pv	1967	2996	501	1407	2781	904	4234	3445	3113	1094	186	770	1491	1213	436	1379	277	1706	469	1139
SM-4JPV1_vs_SM-4JPUS__pv	887	986	551	151	871	1151	826	2990	640	627	566	569	2143	489	1766	623	240	453	616	447
SM-4JPV2_vs_SM-4JPUS__pv	1328	1467	489	308	964	1128	950	3641	965	902	530	559	2515	606	2024	690	301	484	702	423
SS6003109_vs_SS6003108__pv	3034	4750	838	1730	786	1487	919	1323	944	355	552	394	710	295	576	665	2947	454	187	468
SS6003111_vs_SS6003110__pv	2430	2250	871	1583	1867	2403	1035	2471	2794	697	628	691	1421	595	585	606	796	0	367	278
SS6003113_vs_SS6003112__pv	6144	3077	318	907	1083	623	205	1328	509	129	206	383	407	200	643	259	264	58	183	539
SS6003115_vs_SS6003114__pv	7254	7769	491	4863	994	1231	1046	1412	1238	196	623	400	404	596	393	544	579	319	320	593
SS6003117_vs_SS6003116__pv	0	1	582	29	1114	0	0	1176	103	293	0	329	0	206	0	4457	2040	302	150	54
SS6003119_vs_SS6003118__pv	181	80	321	202	624	894	438	327	579	222	362	310	805	13	192	192	160	0	410	269
SS6003121_vs_SS6003120__pv	23936	1470	992	7210	1799	1522	827	862	775	709	199	718	0	86	1445	299	1656	3732	0	611
SS6003125_vs_SS6003124__pv	4458	4622	0	708	920	599	407	1229	327	247	118	309	1770	1047	698	309	432	260	372	648
SS6003129_vs_SS6003128__pv	5076	5730	614	2823	2167	1809	2200	2087	1654	1034	154	692	1211	539	1083	1119	346	1979	143	765
SS6003131_vs_SS6003130__pv	130	264	457	236	1043	469	612	934	853	323	243	148	388	0	163	300	194	180	233	318
SS6003133_vs_SS6003132__pv	129	328	485	63	824	113	716	6173	0	326	178	320	333	374	229	2291	1260	385	288	380
SS6003135_vs_SS6003134__pv	7921	14130	618	3888	637	538	550	608	874	179	343	743	487	461	494	458	896	1063	373	503
SS6003137_vs_SS6003136__pv	1112	1348	617	396	1314	858	678	2043	1401	225	630	831	908	217	382	249	114	0	420	662
SS6003149_vs_SS6003148__pv	16776	18764	0	14742	1187	1035	1549	588	25	865	886	572	2779	2464	2157	3057	1654	163	1085	431
SS6003302_vs_SS6003301__pv	2791	2666	596	704	924	1071	625	1280	1551	465	341	679	894	541	1220	665	451	0	432	604
SS6003303_vs_SS6003301__pv	2000	1842	471	454	715	776	280	1191	1188	398	210	326	768	165	666	424	473	10	243	182
SS6003305_vs_SS6003304__pv	75	98	478	287	861	2892	644	544	533	579	706	172	1682	0	152	333	1379	556	716	401
SS6003306_vs_SS6003304__pv	200	217	673	155	801	1533	326	345	543	381	418	127	786	0	289	217	846	183	356	331
SS6003308_vs_SS6003307__pv	459	699	553	296	923	251	1122	802	756	353	10	245	469	94	382	679	365	0	259	51
SS6003309_vs_SS6003307__pv	443	830	554	295	1082	685	1477	1098	962	419	111	311	594	166	477	905	528	4	304	66
SS6003311_vs_SS6003310__pv	0	78	990	83	1020	246	670	7747	3329	1479	770	415	0	0	59	181	135	677	160	3195
SS6003312_vs_SS6003310__pv	0	0	465	0	892	104	338	7620	3330	1326	1220	379	0	0	10	127	132	463	16	2911
SS6003314_vs_SS6003313__pv	3961	4760	545	2771	566	610	973	556	1085	233	453	565	408	199	269	641	999	0	205	450
SS6003315_vs_SS6003313__pv	4009	4743	435	2831	584	632	991	537	1068	224	549	554	448	205	240	603	1041	0	179	447
SS6003317_vs_SS6003316__pv	8196	13268	285	5176	1081	781	1654	1338	385	816	13	324	1045	879	285	649	216	484	547	533
SS6003318_vs_SS6003316__pv	8243	13179	265	5189	1096	917	1759	1397	309	814	15	362	1110	940	311	676	204	610	508	480
SS6003320_vs_SS6003319__pv	5253	5244	790	1642	1914	804	621	1061	1359	437	432	1137	934	289	1178	493	981	839	345	518
SS6003321_vs_SS6003319__pv	5043	5072	630	1594	1729	879	649	1008	1168	333	456	1160	893	314	1109	347	869	790	335	557
SS6003323_vs_SS6003322__pv	1065	4163	758	2854	1609	993	1287	1347	800	671	256	544	1021	503	0	926	281	95	265	165
SS6003324_vs_SS6003322__pv	896	3007	915	1919	1481	1003	1040	1035	696	443	234	339	815	458	168	799	314	0	391	290
