Samples	SBS96A	SBS96B
PD44820a_vs_PD44820b__pv	9463	3162
PD44821a_vs_PD44821b__pv	12014	10029
PD44823a_vs_PD44823b__pv	7624	1782
PD44824a_vs_PD44824b__pv	15697	7924
PD44825a_vs_PD44825b__pv	107951	13081
PD44826a_vs_PD44826b__pv	13784	4682
PD44827a_vs_PD44827b__pv	8939	2930
PD44828a_vs_PD44828b__pv	12108	19205
PD44829a_vs_PD44829b__pv	30011	6430
PD44830a_vs_PD44830b__pv	16000	5960
PD44831a_vs_PD44831b__pv	13573	40945
PD44832a_vs_PD44832b__pv	72127	5576
PD44833a_vs_PD44833b__pv	10337	31197
PD44834a_vs_PD44834b__pv	11035	4803
PD44835a_vs_PD44835b__pv	11771	4026
PD44836a_vs_PD44836b__pv	21730	6386
PD44837a_vs_PD44837b__pv	3795	1478
PD44838a_vs_PD44838b__pv	21628	1693
PD44839a_vs_PD44839b__pv	11595	2311
PD44840a_vs_PD44840b__pv	9465	8671
PD44841a_vs_PD44841b__pv	80095	16023
PD44842a_vs_PD44842b__pv	7782	1055
PD44843a_vs_PD44843b__pv	17372	17462
PD44844a_vs_PD44844b__pv	8800	591
PD44845a_vs_PD44845b__pv	12825	4360
PD44846a_vs_PD44846b__pv	9222	9978
PD44847a_vs_PD44847b__pv	9957	5216
PD44848a_vs_PD44848b__pv	23453	27634
PD44849a_vs_PD44849b__pv	18154	1294
PD44850a_vs_PD44850b__pv	13185	13226
PD44851a_vs_PD44851b__pv	11691	4752
PD44852a_vs_PD44852b__pv	15610	7314
PD44853a_vs_PD44853b__pv	10136	4344
PD44854a_vs_PD44854b__pv	12396	5289
PD44855a_vs_PD44855b__pv	11549	7085
PD44856a_vs_PD44856b__pv	11892	22625
PD44857a_vs_PD44857b__pv	7683	29852
PD44859a_vs_PD44859b__pv	41188	15447
PD44861a_vs_PD44861b__pv	15168	7458
PD44862a_vs_PD44862b__pv	13258	3872
PD44863a_vs_PD44863b__pv	11746	10165
PD44864a_vs_PD44864b__pv	9857	15010
PD44904a_vs_PD44904b__pv	21539	24433
PD44905a_vs_PD44905b__pv	15287	2783
PD44906a_vs_PD44906b__pv	8982	5203
PD44908a_vs_PD44908b__pv	9460	14802
PD44909a_vs_PD44909b__pv	7871	498
PD44910a_vs_PD44910b__pv	13957	8539
PD44912a_vs_PD44912b__pv	15473	40495
PD44913a_vs_PD44913b__pv	11310	3044
PD44914a_vs_PD44914b__pv	16075	4660
PD44915a_vs_PD44915b__pv	8388	6717
PD44916a_vs_PD44916b__pv	9140	1719
PD44917a_vs_PD44917b__pv	3365	145
PD44918a_vs_PD44918b__pv	8769	7545
PD44919a_vs_PD44919b__pv	9141	8131
PD44920a_vs_PD44920b__pv	7748	15334
PD44921a_vs_PD44921b__pv	3567	2810
PD44922a_vs_PD44922b__pv	17453	55447
PD44923a_vs_PD44923b__pv	28550	5563
PD44924a_vs_PD44924b__pv	11940	1465
PD44925a_vs_PD44925b__pv	18449	6862
PD44926a_vs_PD44926b__pv	10587	1718
PD44927a_vs_PD44927b__pv	9941	13352
PD44928a_vs_PD44928b__pv	14209	5695
PD44929a_vs_PD44929b__pv	11126	11309
PD44930a_vs_PD44930b__pv	17493	17783
PD44931a_vs_PD44931b__pv	72371	25744
PD44932a_vs_PD44932b__pv	9322	12271
PD44933a_vs_PD44933b__pv	9108	110
PD44934a_vs_PD44934b__pv	13339	56574
PD44935a_vs_PD44935b__pv	12995	3157
PD44936a_vs_PD44936b__pv	5493	2222
PD44937a_vs_PD44937b__pv	17484	9578
PD44938a_vs_PD44938b__pv	12364	10165
PD44939a_vs_PD44939b__pv	13481	2794
PD44941a_vs_PD44941b__pv	12333	2154
PD44942a_vs_PD44942b__pv	10097	7722
PD44943a_vs_PD44943b__pv	7588	784
PD44944a_vs_PD44944b__pv	11790	6742
PD44945a_vs_PD44945b__pv	9871	34526
PD44946a_vs_PD44946b__pv	10468	5890
PD44947a_vs_PD44947b__pv	3220	924
PD44948a_vs_PD44948b__pv	12056	16010
PD44949a_vs_PD44949b__pv	10275	4860
PD44950a_vs_PD44950b__pv	4239	1216
PD46225a_vs_PD46225b__pv	15780	5781
PD46226a_vs_PD46226b__pv	17263	2290
PD46227a_vs_PD46227b__pv	17668	32242
PD46228a_vs_PD46228b__pv	10160	13678
PD46229a_vs_PD46229b__pv	12795	24666
PD46230a_vs_PD46230b__pv	17054	4508
PD46231a_vs_PD46231b__pv	5986	309
PD46232a_vs_PD46232b__pv	9490	4616
PD46233a_vs_PD46233b__pv	19363	12327
PD46234a_vs_PD46234b__pv	7902	363
PD46235a_vs_PD46235b__pv	14950	6697
PD46236a_vs_PD46236b__pv	14075	3403
PD46237a_vs_PD46237b__pv	19583	19911
PD46238a_vs_PD46238b__pv	12652	3516
PD46239a_vs_PD46239b__pv	8701	5371
PD46240a_vs_PD46240b__pv	7748	1584
PD46241a_vs_PD46241b__pv	20069	25190
PD46242a_vs_PD46242b__pv	5170	91515
PD46243a_vs_PD46243b__pv	15650	2156
PD46244a_vs_PD46244b__pv	9562	204
PD46245a_vs_PD46245b__pv	16024	609
PD46246a_vs_PD46246b__pv	21016	10341
PD46247a_vs_PD46247b__pv	17270	6562
PD46248a_vs_PD46248b__pv	10407	32155
PD46249a_vs_PD46249b__pv	15709	22034
PD46250a_vs_PD46250b__pv	10411	422
PD46251a_vs_PD46251b__pv	42248	1239
PD46252a_vs_PD46252b__pv	30381	3721
PD46253a_vs_PD46253b__pv	15983	14518
PD46254a_vs_PD46254b__pv	10739	11077
PD46255a_vs_PD46255b__pv	11791	1587
PD46256a_vs_PD46256b__pv	8947	5652
PD46257a_vs_PD46257b__pv	9923	144
PD46258a_vs_PD46258b__pv	11619	8290
PD46259a_vs_PD46259b__pv	11878	5844
PD46260a_vs_PD46260b__pv	10505	687
PD46261a_vs_PD46261b__pv	6519	994
PD46262a_vs_PD46262b__pv	4948	1558
PD46263a_vs_PD46263b__pv	7928	7948
PD46264a_vs_PD46264b__pv	9493	6923
PD46265a_vs_PD46265b__pv	11596	12920
PD46267a_vs_PD46267b__pv	554	48
PD46268a_vs_PD46268b__pv	10082	2181
SLX-16751	4299	3512
SLX-16752	4475	18857
SLX-18929	467949	335831
SLX-18949	11151	35273
SLX-18950	2747	877
SM-4AX82_vs_SM-4AWN8__pv	13663	4437
SM-4AX83_vs_SM-4AWN9__pv	4866	2431
SM-4AX84_vs_SM-4AWNA__pv	10783	17267
SM-4AX85_vs_SM-4AWNB__pv	14443	937
SM-4AX86_vs_SM-4AWNC__pv	10297	9851
SM-4AX87_vs_SM-4AWND__pv	4678	292
SM-4B295_vs_SM-4AWNE__pv	14261	15699
SM-4B296_vs_SM-4AWNF__pv	27535	19993
SM-4JPP6_vs_SM-4JPUS__pv	17006	3388
SM-4JPP7_vs_SM-4JPUT__pv	8229	2663
SM-4JPP9_vs_SM-4JPUT__pv	7808	2831
SM-4JPPA_vs_LP6005333-DNA_B01__pv	24861	4861
SM-4JPPB_vs_LP6005333-DNA_B01__pv	24497	4375
SM-4JPPC_vs_LP6005333-DNA_B01__pv	24846	4946
SM-4JPUV_vs_SM-4JPUS__pv	4655	458
SM-4JPUW_vs_SM-4JPUS__pv	140	10
SM-4JPUX_vs_SM-4JPUT__pv	7241	1450
SM-4JPUY_vs_LP6005333-DNA_B01__pv	25434	7197
SM-4JPUZ_vs_LP6005333-DNA_B01__pv	24435	7073
SM-4JPV1_vs_SM-4JPUS__pv	14584	3008
SM-4JPV2_vs_SM-4JPUS__pv	16658	4318
SS6003109_vs_SS6003108__pv	12754	10660
SS6003111_vs_SS6003110__pv	17515	6853
SS6003113_vs_SS6003112__pv	5551	11914
SS6003115_vs_SS6003114__pv	9971	21294
SS6003117_vs_SS6003116__pv	10836	0
SS6003119_vs_SS6003118__pv	6012	569
SS6003121_vs_SS6003120__pv	8442	40406
SS6003125_vs_SS6003124__pv	7734	11746
SS6003129_vs_SS6003128__pv	17862	15363
SS6003131_vs_SS6003130__pv	6878	610
SS6003133_vs_SS6003132__pv	14686	509
SS6003135_vs_SS6003134__pv	7364	28400
SS6003137_vs_SS6003136__pv	11191	3214
SS6003149_vs_SS6003148__pv	17489	53290
SS6003302_vs_SS6003301__pv	11036	7464
SS6003303_vs_SS6003301__pv	7635	5147
SS6003305_vs_SS6003304__pv	12303	785
SS6003306_vs_SS6003304__pv	7936	791
SS6003308_vs_SS6003307__pv	7271	1497
SS6003309_vs_SS6003307__pv	9659	1652
SS6003311_vs_SS6003310__pv	20938	296
SS6003312_vs_SS6003310__pv	19242	91
SS6003314_vs_SS6003313__pv	8040	12209
SS6003315_vs_SS6003313__pv	8026	12294
SS6003317_vs_SS6003316__pv	9655	28300
SS6003318_vs_SS6003316__pv	9984	28400
SS6003320_vs_SS6003319__pv	12393	13878
SS6003321_vs_SS6003319__pv	11494	13441
SS6003323_vs_SS6003322__pv	12369	7234
SS6003324_vs_SS6003322__pv	10891	5352
